time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi,dust,ammonia,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,weather_code,boundary_layer_height
2025-12-25T05:00,71.0,73.6,818.0,38.4,25.5,27.0,153,71,4.0,,9.8,82,7.8,0.0,0.0,990.1,7.8,265,0,85.0
2025-12-25T06:00,71.2,73.6,1045.0,39.2,27.8,24.0,153,71,3.0,,9.4,82,7.5,0.0,0.0,990.6,7.1,263,0,85.0
2025-12-25T07:00,75.9,78.7,1345.0,40.0,30.9,22.0,154,73,3.0,,9.3,81,7.2,0.0,0.0,991.5,7.5,262,0,85.0
2025-12-25T08:00,79.2,81.7,1503.0,39.1,33.2,29.0,154,75,2.0,,10.7,74,8.5,0.0,0.0,992.7,8.0,262,0,100.0
2025-12-25T09:00,76.1,78.7,1390.0,34.9,33.6,55.0,155,73,2.0,,13.1,64,11.6,0.0,0.0,993.5,4.5,270,0,125.0
2025-12-25T10:00,73.1,75.2,1135.0,28.9,33.1,92.0,155,72,3.0,,15.9,53,14.4,0.0,0.0,993.7,4.0,291,0,195.0
2025-12-25T11:00,68.0,69.8,910.0,23.5,33.4,122.0,156,69,3.0,,18.5,46,16.9,0.0,0.0,993.4,5.2,295,0,395.0
2025-12-25T12:00,59.5,61.7,753.0,17.7,35.5,144.0,156,72,3.0,,19.9,43,18.3,0.0,0.0,992.8,5.8,290,0,670.0
2025-12-25T13:00,50.4,52.6,626.0,12.3,38.3,159.0,157,80,4.0,,20.7,40,18.8,0.0,0.0,991.9,6.7,286,0,1010.0
2025-12-25T14:00,44.0,46.0,590.0,12.8,40.7,162.0,158,82,4.0,,21.0,38,19.0,0.0,0.0,991.2,6.7,289,0,1105.0
2025-12-25T15:00,40.4,42.4,682.0,22.9,41.3,145.0,158,73,3.0,,20.8,39,18.9,0.0,0.0,991.1,6.5,289,0,1105.0
2025-12-25T16:00,43.5,44.9,864.0,38.8,41.4,115.0,159,56,3.0,,19.9,45,18.5,0.0,0.0,990.8,4.7,293,0,915.0
2025-12-25T17:00,94.8,98.3,1084.0,59.4,45.2,81.0,160,82,6.0,,17.9,54,16.8,0.0,0.0,990.8,4.4,277,0,155.0
2025-12-25T18:00,126.2,129.0,1365.0,70.8,53.1,61.0,161,94,5.0,,17.1,57,16.0,0.0,0.0,991.3,4.7,274,3,115.0
2025-12-25T19:00,146.2,148.5,1683.0,86.3,64.0,34.0,164,102,5.0,,16.0,65,15.2,0.0,0.0,991.7,4.1,270,3,65.0
2025-12-25T20:00,159.7,162.1,1918.0,96.8,73.3,14.0,166,108,4.0,,15.2,69,14.5,0.0,0.0,992.3,3.8,262,3,40.0
2025-12-25T21:00,167.2,169.0,2000.0,97.7,79.5,7.0,169,111,4.0,,14.6,73,14.1,0.0,0.0,992.5,3.0,256,3,35.0
2025-12-25T22:00,177.4,179.3,1999.0,93.6,84.1,7.0,171,115,3.0,,14.1,75,13.7,0.0,0.0,992.4,2.2,265,3,35.0
2025-12-25T23:00,186.3,189.5,1996.0,89.5,86.0,7.0,174,119,3.0,,13.2,79,12.8,0.0,0.0,992.3,2.1,255,3,25.0
2025-12-26T00:00,189.5,193.2,2023.0,87.1,84.4,5.0,176,120,3.0,,12.9,79,12.4,0.0,0.0,991.9,1.5,256,3,20.0
2025-12-26T01:00,189.5,194.2,2049.0,84.7,80.2,3.0,179,120,2.0,,12.6,79,12.2,0.0,0.0,991.7,1.3,278,3,20.0
2025-12-26T02:00,186.3,191.4,2062.0,81.5,75.1,2.0,182,119,2.0,,11.9,82,11.2,0.0,0.0,991.4,2.3,302,3,30.0
2025-12-26T03:00,180.7,185.8,2000.0,76.8,68.1,3.0,185,116,2.0,,11.3,83,10.5,0.0,0.0,991.2,2.8,288,3,35.0
2025-12-26T04:00,173.2,177.9,1925.0,71.3,60.3,4.0,189,113,2.0,,10.7,85,9.6,0.0,0.0,991.2,4.3,275,3,45.0
2025-12-26T05:00,144.4,146.2,2008.0,65.2,50.2,12.0,192,102,1.0,,10.4,87,9.3,0.0,0.0,991.5,4.7,266,3,60.0
2025-12-26T06:00,133.6,134.6,2480.0,64.7,53.9,12.0,194,97,1.0,,10.1,87,8.9,0.0,0.0,991.7,4.3,265,3,55.0
2025-12-26T07:00,138.8,139.7,3109.0,63.8,58.8,13.0,196,100,1.0,,9.9,86,8.8,0.0,0.0,992.2,3.4,264,3,40.0
2025-12-26T08:00,146.7,148.5,3373.0,60.6,61.0,24.0,198,103,1.0,,11.3,79,10.2,0.0,0.0,992.8,3.3,261,3,35.0
2025-12-26T09:00,134.6,135.5,2927.0,53.8,57.9,53.0,200,98,1.0,,13.7,68,12.8,0.0,0.0,993.8,2.3,288,3,95.0
2025-12-26T10:00,116.9,117.3,2116.0,44.9,52.1,91.0,202,91,1.0,,16.3,58,15.3,0.0,0.0,994.1,3.0,295,3,200.0
2025-12-26T11:00,87.3,87.8,1447.0,36.3,48.1,123.0,204,79,1.0,,18.3,52,17.0,0.0,0.0,993.5,5.9,290,3,510.0
2025-12-26T12:00,67.1,67.8,1102.0,26.5,48.0,146.0,204,73,1.0,,19.8,43,17.9,0.0,0.0,992.9,7.5,294,0,775.0
2025-12-26T13:00,56.6,57.5,899.0,17.2,49.7,164.0,205,84,2.0,,20.7,39,18.7,0.0,0.0,992.2,7.6,298,0,920.0
2025-12-26T14:00,51.3,52.2,801.0,15.6,51.2,167.0,205,87,2.0,,21.1,38,18.9,0.0,0.0,991.7,8.4,305,1,1035.0
2025-12-26T15:00,49.0,49.8,801.0,27.5,51.2,148.0,205,74,2.0,,20.8,40,18.7,0.0,0.0,991.3,8.4,317,2,1045.0
2025-12-26T16:00,55.5,56.1,905.0,47.2,51.1,115.0,206,63,1.0,,20.0,44,18.1,0.0,0.0,991.0,8.2,322,3,970.0
2025-12-26T17:00,112.2,113.4,1101.0,62.6,48.6,77.0,206,89,2.0,,18.6,51,17.3,0.0,0.0,990.8,6.0,307,3,415.0
2025-12-26T18:00,133.6,134.6,1455.0,69.1,52.9,63.0,207,97,2.0,,17.7,59,17.0,0.0,0.0,991.4,3.9,313,3,290.0
2025-12-26T19:00,149.9,150.9,1899.0,77.8,58.7,43.0,207,104,2.0,,16.7,65,16.1,0.0,0.0,991.7,4.2,335,2,195.0
2025-12-26T20:00,156.5,157.4,2220.0,81.8,61.5,29.0,207,107,2.0,,16.0,69,15.4,0.0,0.0,992.1,4.6,342,0,155.0
2025-12-26T21:00,155.1,156.0,2317.0,77.8,58.9,26.0,207,106,2.0,,15.2,73,14.6,0.0,0.0,992.0,4.6,342,0,135.0
2025-12-26T22:00,152.7,153.7,2291.0,69.1,53.3,29.0,207,105,1.0,,14.5,77,13.9,0.0,0.0,991.8,4.5,337,3,115.0
2025-12-26T23:00,147.1,148.1,2225.0,59.6,47.7,33.0,206,103,1.0,,13.9,81,13.4,0.0,0.0,991.8,4.8,340,3,130.0
2025-12-27T00:00,137.8,138.8,2126.0,49.4,42.5,38.0,204,99,1.0,,12.8,85,12.1,0.0,0.0,991.3,5.1,333,1,90.0
2025-12-27T01:00,129.9,130.4,1988.0,38.4,37.3,45.0,202,96,1.0,,12.2,87,11.6,0.0,0.0,991.1,4.4,322,3,70.0
2025-12-27T02:00,122.5,122.9,1877.0,29.7,33.3,50.0,200,93,1.0,,11.8,89,11.1,0.0,0.0,990.7,4.9,327,3,75.0
2025-12-27T03:00,115.9,116.6,1791.0,24.0,30.7,52.0,198,90,1.0,,11.2,92,10.4,0.0,0.0,990.6,5.1,312,0,75.0
2025-12-27T04:00,110.8,111.5,1732.0,20.5,29.4,53.0,196,88,1.0,,10.6,95,9.8,0.0,0.0,990.3,5.1,297,3,65.0
2025-12-27T05:00,112.0,112.7,1773.0,18.6,30.0,56.0,194,89,1.0,,10.1,98,9.3,0.0,0.0,990.8,5.4,278,2,60.0
2025-12-27T06:00,115.9,116.6,2038.0,26.0,33.8,47.0,193,90,1.0,,9.8,98,8.8,0.0,0.0,991.1,5.4,272,3,60.0
2025-12-27T07:00,125.7,126.2,2403.0,35.8,39.0,36.0,192,94,1.0,,9.7,98,8.8,0.0,0.0,991.8,5.2,268,3,65.0
2025-12-27T08:00,130.4,130.9,2564.0,40.9,42.9,39.0,192,96,1.0,,10.7,94,9.8,0.0,0.0,992.8,5.6,268,3,85.0
2025-12-27T09:00,129.0,129.5,2331.0,36.7,44.1,67.0,191,96,1.0,,12.5,86,11.9,0.0,0.0,993.8,4.4,279,3,120.0
2025-12-27T10:00,119.2,120.1,1893.0,27.6,44.1,109.0,191,92,2.0,,15.1,73,14.5,0.0,0.0,994.2,4.4,291,3,195.0
2025-12-27T11:00,109.0,110.1,1516.0,20.0,43.9,143.0,191,88,2.0,,17.3,65,16.8,0.0,0.0,993.7,5.2,299,3,440.0
2025-12-27T12:00,94.3,95.5,1285.0,14.5,43.9,162.0,192,82,2.0,,19.1,56,18.2,0.0,0.0,993.1,6.1,293,3,590.0
2025-12-27T13:00,80.3,81.5,1115.0,10.5,43.7,173.0,193,93,2.0,,20.0,52,19.1,0.0,0.0,992.1,6.4,295,3,695.0
2025-12-27T14:00,71.7,72.9,1017.0,12.0,44.0,172.0,194,92,2.0,,20.5,51,19.5,0.0,0.0,991.5,6.8,299,3,775.0
2025-12-27T15:00,69.2,70.1,992.0,22.8,44.6,153.0,194,77,2.0,,20.5,50,19.3,0.0,0.0,991.2,7.6,298,1,805.0
2025-12-27T16:00,73.1,73.8,1038.0,39.2,45.6,123.0,195,72,1.0,,19.8,54,18.7,0.0,0.0,991.0,7.5,312,3,760.0
2025-12-27T17:00,146.7,149.0,1164.0,80.1,59.5,85.0,195,103,3.0,,18.2,66,18.1,0.0,0.0,990.7,4.0,297,3,255.0
2025-12-27T18:00,180.7,182.5,1434.0,92.2,75.0,67.0,196,116,3.0,,17.6,67,17.4,0.0,0.0,991.3,4.1,285,3,155.0
2025-12-27T19:00,216.5,218.4,1784.0,108.9,96.8,42.0,198,131,3.0,,16.9,71,16.8,0.0,0.0,991.8,3.9,286,2,105.0
2025-12-27T20:00,251.5,253.3,2025.0,122.1,116.2,22.0,200,145,3.0,,16.3,75,16.4,0.0,0.0,992.4,3.0,308,0,75.0
2025-12-27T21:00,281.3,283.1,2072.0,129.2,132.3,11.0,204,157,3.0,,15.5,77,15.5,0.0,0.0,992.2,2.7,340,0,65.0
2025-12-27T22:00,305.5,307.3,2010.0,132.7,146.1,4.0,209,166,3.0,,14.9,79,15.1,0.0,0.0,992.2,1.4,270,0,25.0
2025-12-27T23:00,318.5,320.4,1913.0,132.4,151.9,0.0,215,171,3.0,,13.8,85,13.9,0.0,0.0,991.9,2.4,257,2,30.0
2025-12-28T00:00,318.5,320.4,1777.0,127.6,146.3,0.0,222,171,3.0,,12.9,88,12.6,0.0,0.0,991.5,3.8,262,1,35.0
2025-12-28T01:00,310.1,312.0,1605.0,118.8,132.6,0.0,230,168,3.0,,12.1,91,11.6,0.0,0.0,991.3,4.5,268,0,45.0
2025-12-28T02:00,294.3,296.2,1477.0,107.5,115.9,1.0,237,162,3.0,,11.5,92,10.9,0.0,0.0,991.5,4.7,277,0,55.0
2025-12-28T03:00,275.7,276.6,1395.0,91.8,94.3,6.0,245,154,3.0,,10.9,94,10.2,0.0,0.0,991.5,4.7,286,0,65.0
2025-12-28T04:00,255.2,257.0,1356.0,73.5,69.6,14.0,251,146,2.0,,10.1,95,9.3,0.0,0.0,991.0,4.2,282,0,50.0
2025-12-28T05:00,217.0,217.9,1435.0,51.3,42.5,24.0,257,131,2.0,,9.6,97,8.7,0.0,0.0,991.3,4.5,272,0,40.0
2025-12-28T06:00,217.0,217.9,1770.0,51.3,44.0,18.0,262,131,2.0,,9.6,97,8.7,0.0,0.0,992.1,4.3,268,1,40.0
2025-12-28T07:00,224.0,224.4,2222.0,51.1,46.1,11.0,266,134,1.0,,9.4,99,8.4,0.0,0.0,992.6,4.7,261,2,50.0
2025-12-28T08:00,220.7,221.2,2451.0,49.0,47.8,20.0,270,132,1.0,,10.1,96,9.2,0.0,0.0,993.5,4.9,260,3,60.0
2025-12-28T09:00,205.4,206.3,2252.0,43.6,49.0,59.0,274,126,1.0,,11.9,89,11.4,0.0,0.0,994.0,4.2,260,3,85.0
2025-12-28T10:00,179.3,179.7,1828.0,36.2,49.8,114.0,277,116,2.0,,15.2,74,14.8,0.0,0.0,994.8,3.8,267,2,150.0
2025-12-28T11:00,145.3,146.2,1455.0,29.3,50.1,157.0,279,102,2.0,,17.7,64,17.0,0.0,0.0,994.3,5.6,274,1,405.0
2025-12-28T12:00,111.8,112.7,1203.0,21.6,49.7,179.0,281,99,2.0,,19.1,56,18.4,0.0,0.0,993.8,6.3,283,0,535.0
2025-12-28T13:00,88.7,89.9,1001.0,14.4,48.8,189.0,282,109,2.0,,20.1,52,19.2,0.0,0.0,992.8,6.2,292,0,630.0
2025-12-28T14:00,76.6,77.8,905.0,13.5,48.0,186.0,282,106,2.0,,20.5,50,19.5,0.0,0.0,992.1,5.9,297,0,705.0
2025-12-28T15:00,71.9,73.1,945.0,23.7,47.1,163.0,282,83,2.0,,20.4,50,19.6,0.0,0.0,991.8,5.0,300,0,720.0
2025-12-28T16:00,74.5,75.4,1092.0,40.4,46.3,128.0,282,72,1.0,,19.8,55,19.1,0.0,0.0,991.8,5.6,301,0,680.0
2025-12-28T17:00,164.4,166.2,1313.0,72.2,57.0,104.0,282,110,4.0,,18.0,64,17.7,0.0,0.0,991.6,4.5,293,1,215.0
2025-12-28T18:00,182.5,184.4,1633.0,80.6,62.2,82.0,283,117,4.0,,17.0,71,17.0,0.0,0.0,992.0,3.7,317,1,135.0
2025-12-28T19:00,200.7,202.1,2028.0,92.0,69.7,52.0,283,124,3.0,,16.7,73,16.9,0.0,0.0,992.5,2.3,328,3,60.0
2025-12-28T20:00,218.9,220.3,2393.0,99.7,76.6,28.0,282,132,3.0,,15.8,76,15.9,0.0,0.0,992.8,2.9,30,3,80.0
2025-12-28T21:00,237.0,238.4,2729.0,101.0,83.9,17.0,281,139,3.0,,14.9,81,15.0,0.0,0.0,992.9,3.1,59,3,80.0
2025-12-28T22:00,253.3,254.3,3034.0,98.5,90.8,12.0,279,145,2.0,,14.1,85,14.3,0.0,0.0,992.6,2.3,86,0,60.0
2025-12-28T23:00,259.8,260.8,3199.0,93.4,91.8,11.0,277,148,2.0,,13.3,89,13.6,0.0,0.0,992.3,1.2,117,2,30.0
2025-12-29T00:00,249.6,250.5,3157.0,84.9,82.3,13.0,275,144,2.0,,13.0,89,13.4,0.0,0.0,992.3,0.3,135,1,15.0
2025-12-29T01:00,229.1,230.0,2975.0,73.7,67.0,19.0,272,136,1.0,,12.7,91,13.0,0.0,0.0,991.8,0.2,180,0,40.0
2025-12-29T02:00,206.8,207.7,2746.0,63.1,54.2,26.0,268,127,1.0,,11.4,98,11.7,0.0,0.0,991.6,0.4,207,0,10.0
2025-12-29T03:00,185.3,185.8,2449.0,53.0,46.7,33.0,265,118,1.0,,11.1,99,11.0,0.0,0.0,991.3,1.9,236,3,35.0
2025-12-29T04:00,168.1,169.0,2106.0,43.5,41.7,41.0,261,111,1.0,,11.0,99,10.7,0.0,0.0,991.1,3.4,245,3,55.0
2025-12-29T05:00,222.1,223.1,1870.0,62.6,54.7,28.0,257,133,1.0,,10.6,98,10.1,0.0,0.0,991.5,3.9,254,3,65.0
2025-12-29T06:00,207.7,208.2,1846.0,61.5,55.6,27.0,258,127,1.0,,10.6,97,10.1,0.0,0.0,992.0,3.8,267,3,75.0
2025-12-29T07:00,199.3,199.8,1930.0,59.8,56.8,26.0,257,124,1.0,,10.7,95,10.2,0.0,0.0,992.5,3.1,267,3,90.0
2025-12-29T08:00,187.2,187.2,1962.0,56.8,57.4,37.0,256,119,1.0,,10.9,95,10.5,0.0,0.0,993.3,3.2,254,3,90.0
2025-12-29T09:00,177.4,177.9,1883.0,52.1,56.8,69.0,255,115,1.0,,11.6,96,11.4,0.0,0.0,994.1,3.4,245,3,60.0
2025-12-29T10:00,171.4,171.8,1752.0,46.0,55.5,112.0,254,113,1.0,,13.4,86,13.4,0.0,0.0,994.4,2.4,253,2,145.0
2025-12-29T11:00,155.1,155.5,1586.0,39.3,54.4,149.0,253,106,1.0,,15.3,77,15.1,0.0,0.0,994.2,4.1,283,1,270.0
2025-12-29T12:00,127.6,128.5,1336.0,29.4,53.7,177.0,254,97,2.0,,17.5,65,17.0,0.0,0.0,993.4,4.9,294,1,390.0
2025-12-29T13:00,105.2,106.6,1052.0,18.9,53.2,198.0,254,118,2.0,,18.9,53,17.9,0.0,0.0,992.4,5.5,297,0,495.0
2025-12-29T14:00,94.8,96.2,894.0,15.9,53.0,203.0,255,123,3.0,,19.8,46,18.4,0.0,0.0,991.8,5.6,303,0,560.0
2025-12-29T15:00,89.6,91.0,933.0,26.1,52.6,181.0,256,101,3.0,,19.9,44,18.4,0.0,0.0,991.2,5.6,303,0,590.0
2025-12-29T16:00,92.2,93.4,1100.0,43.9,52.5,142.0,256,81,2.0,,19.2,49,17.9,0.0,0.0,991.2,5.6,301,0,550.0
2025-12-29T17:00,172.8,175.1,1346.0,69.2,59.7,111.0,257,113,4.0,,16.8,66,16.3,0.0,0.0,991.0,4.0,288,0,220.0
2025-12-29T18:00,199.3,201.2,1709.0,78.1,65.5,89.0,258,124,4.0,,15.7,73,15.3,0.0,0.0,991.3,3.8,289,0,90.0
2025-12-29T19:00,218.9,221.2,2152.0,90.1,73.5,59.0,258,132,3.0,,15.0,78,14.8,0.0,0.0,991.9,3.6,288,0,55.0
2025-12-29T20:00,224.9,226.8,2515.0,96.7,78.3,37.0,259,134,3.0,,14.4,81,14.2,0.0,0.0,992.3,3.4,286,0,40.0
2025-12-29T21:00,224.0,225.4,2750.0,93.3,77.8,31.0,259,134,3.0,,13.7,84,13.6,0.0,0.0,992.2,2.5,262,0,30.0
2025-12-29T22:00,221.2,222.1,2904.0,84.5,74.2,32.0,259,132,2.0,,12.9,87,12.8,0.0,0.0,992.0,2.1,255,3,20.0
2025-12-29T23:00,215.1,216.1,2962.0,75.8,69.2,34.0,257,130,2.0,,12.0,92,11.8,0.0,0.0,991.9,3.2,254,3,25.0
2025-12-30T00:00,205.4,206.3,2894.0,68.8,62.3,34.0,256,126,2.0,,11.2,96,10.9,0.0,0.0,991.2,3.2,243,3,20.0
2025-12-30T01:00,197.4,198.4,2729.0,61.9,54.0,34.0,254,123,1.0,,10.7,98,10.4,0.0,0.0,991.1,2.9,281,2,25.0
2025-12-30T02:00,192.3,192.8,2541.0,55.2,47.3,35.0,252,121,1.0,,10.6,97,10.2,0.0,0.0,990.6,2.6,282,3,45.0
2025-12-30T03:00,186.3,186.7,2313.0,47.7,42.8,37.0,252,119,1.0,,10.4,99,9.9,0.0,0.0,990.3,3.3,276,3,55.0
2025-12-30T04:00,178.8,179.3,2061.0,40.4,40.0,40.0,252,116,1.0,,9.8,99,9.0,0.0,0.0,989.8,5.0,283,3,60.0
2025-12-30T05:00,169.5,170.4,1911.0,28.3,38.4,52.0,252,112,2.0,,9.8,99,9.1,0.0,0.0,990.0,4.4,289,3,60.0
2025-12-30T06:00,169.5,170.4,1971.0,36.3,44.1,44.0,250,112,2.0,,9.7,99,9.0,0.0,0.0,990.1,4.2,280,3,65.0
2025-12-30T07:00,182.1,183.0,2132.0,46.9,51.9,34.0,248,117,2.0,,9.7,99,8.9,0.0,0.0,990.7,4.4,279,3,70.0
2025-12-30T08:00,193.7,194.2,2190.0,51.7,57.4,39.0,248,121,2.0,,10.0,98,9.2,0.0,0.0,991.1,4.1,270,3,80.0
2025-12-30T09:00,176.5,177.4,2043.0,45.2,58.4,74.0,248,115,3.0,,10.9,97,10.3,0.0,0.0,991.8,4.7,270,3,90.0
2025-12-30T10:00,152.3,153.7,1794.0,32.8,57.1,125.0,248,105,3.0,,13.8,80,13.4,0.0,0.0,992.1,3.6,270,0,155.0
2025-12-30T11:00,120.6,122.9,1541.0,22.7,55.1,163.0,247,92,4.0,,16.7,67,16.0,0.0,0.0,991.1,5.0,270,2,300.0
2025-12-30T12:00,96.4,99.0,1275.0,16.8,52.7,180.0,246,100,4.0,,18.6,56,17.6,0.0,0.0,989.9,6.0,275,0,425.0
2025-12-30T13:00,85.7,88.2,1007.0,13.1,49.6,185.0,244,105,4.0,,19.9,47,18.5,0.0,0.0,988.8,6.5,275,0,510.0
2025-12-30T14:00,80.3,82.4,866.0,14.0,46.9,180.0,244,100,4.0,,20.4,46,18.9,0.0,0.0,987.8,7.2,270,0,555.0
2025-12-30T15:00,76.6,78.2,929.0,22.0,44.4,160.0,243,80,3.0,,20.4,45,18.8,0.0,0.0,987.3,7.6,266,0,550.0
2025-12-30T16:00,78.7,80.1,1120.0,34.5,42.3,129.0,242,74,3.0,,19.6,52,18.4,0.0,0.0,987.3,7.4,271,0,515.0
2025-12-30T17:00,107.6,109.7,1337.0,45.9,42.9,100.0,242,87,4.0,,17.9,62,17.3,0.0,0.0,987.1,5.0,285,0,305.0
2025-12-30T18:00,121.1,122.9,1574.0,53.8,45.4,82.0,239,92,3.0,,16.7,69,16.3,0.0,0.0,987.6,4.8,295,0,180.0
2025-12-30T19:00,134.1,135.5,1839.0,64.5,49.0,58.0,236,98,3.0,,15.9,72,15.5,0.0,0.0,988.1,4.8,299,0,110.0
2025-12-30T20:00,145.8,147.1,2049.0,71.6,52.5,40.0,232,102,2.0,,15.3,74,14.8,0.0,0.0,988.5,4.8,307,0,75.0
2025-12-30T21:00,155.1,156.5,2159.0,71.5,56.0,34.0,229,106,2.0,,14.8,76,14.4,0.0,0.0,988.5,3.5,325,0,55.0
2025-12-30T22:00,166.2,167.6,2215.0,67.8,59.4,34.0,226,110,2.0,,14.2,78,13.8,0.0,0.0,988.3,3.1,353,0,55.0
2025-12-30T23:00,176.0,177.4,2275.0,64.4,61.7,34.0,224,114,2.0,,13.4,80,13.1,0.0,0.0,988.4,2.4,347,0,50.0
2025-12-31T00:00,183.5,184.9,2352.0,62.9,62.0,31.0,222,117,2.0,,12.8,80,12.5,0.0,0.0,988.0,0.8,27,0,30.0
2025-12-31T01:00,192.3,193.7,2432.0,61.7,61.2,27.0,221,121,2.0,,12.2,82,11.8,0.0,0.0,987.9,1.2,117,0,35.0
2025-12-31T02:00,200.7,201.6,2537.0,60.8,61.3,24.0,221,124,2.0,,11.2,86,10.5,0.0,0.0,987.5,2.3,122,0,35.0
2025-12-31T03:00,206.8,208.2,2712.0,59.7,62.9,23.0,222,127,2.0,,10.3,90,9.5,0.0,0.0,987.4,2.4,144,2,30.0
2025-12-31T04:00,211.9,213.3,2911.0,58.8,65.4,23.0,222,129,3.0,,9.4,95,8.5,0.0,0.0,986.8,3.6,135,0,30.0
2025-12-31T05:00,242.1,244.0,3014.0,71.9,71.5,10.0,224,141,3.0,,9.1,99,8.1,0.0,0.0,987.0,4.7,118,1,35.0
2025-12-31T06:00,238.4,240.3,2972.0,71.4,72.4,9.0,227,139,3.0,,9.2,99,8.0,0.0,0.0,987.4,5.8,110,3,50.0
2025-12-31T07:00,242.1,244.0,2835.0,70.2,73.6,10.0,230,141,2.0,,9.2,98,8.0,0.0,0.0,987.9,6.3,127,3,60.0
2025-12-31T08:00,220.7,222.1,2630.0,66.5,74.0,24.0,232,132,2.0,,10.4,93,9.1,0.0,0.0,988.7,7.6,135,3,95.0
2025-12-31T09:00,197.0,197.9,2342.0,58.1,72.9,61.0,233,123,2.0,,11.6,91,10.8,0.0,0.0,989.3,6.0,136,3,125.0
2025-12-31T10:00,166.7,168.1,1987.0,47.0,71.0,110.0,234,111,3.0,,14.2,77,13.4,0.0,0.0,989.9,5.9,130,0,195.0
2025-12-31T11:00,139.7,141.6,1639.0,37.7,69.2,151.0,235,100,3.0,,16.2,71,15.4,0.0,0.0,989.4,7.5,138,1,365.0
2025-12-31T12:00,115.3,116.6,1282.0,29.8,67.7,180.0,236,100,3.0,,17.8,68,17.3,0.0,0.0,988.4,7.1,131,1,495.0
2025-12-31T13:00,100.1,101.0,932.0,23.7,66.2,201.0,236,121,2.0,,18.9,64,18.5,0.0,0.0,987.3,6.4,128,3,600.0
2025-12-31T14:00,93.1,94.1,712.0,24.2,65.1,205.0,237,125,2.0,,19.4,61,19.0,0.0,0.0,986.6,6.3,121,2,665.0
2025-12-31T15:00,90.3,91.0,707.0,36.5,64.6,184.0,237,104,2.0,,19.3,61,18.5,0.0,0.0,985.9,8.2,113,3,650.0
2025-12-31T16:00,95.0,95.7,831.0,55.4,64.5,147.0,238,82,1.0,,18.3,65,17.6,0.0,0.0,985.7,8.4,100,3,550.0
2025-12-31T17:00,142.5,143.4,951.0,64.3,60.5,115.0,239,101,2.0,,14.7,80,13.7,0.0,0.0,986.3,9.4,102,0,335.0
2025-12-31T18:00,165.3,166.2,1029.0,69.5,59.9,97.0,240,110,2.0,,13.4,86,12.0,0.0,0.0,987.0,11.2,102,0,290.0
2025-12-31T19:00,170.9,171.8,1101.0,76.2,58.8,74.0,242,112,2.0,,12.4,89,11.1,0.0,0.0,987.3,10.5,107,3,265.0
2025-12-31T20:00,169.0,170.0,1145.0,77.5,56.6,58.0,244,112,2.0,,12.1,90,10.8,0.0,0.0,987.9,9.6,106,0,250.0
2025-12-31T21:00,164.4,165.3,1143.0,68.6,52.6,59.0,245,110,2.0,,11.8,91,10.6,0.0,0.0,988.3,9.3,114,0,240.0
2025-12-31T22:00,160.2,160.7,1111.0,54.3,47.5,68.0,245,108,2.0,,11.6,93,10.3,0.0,0.0,988.4,9.3,115,0,245.0
2025-12-31T23:00,155.5,156.5,1077.0,41.7,42.8,76.0,245,106,2.0,,11.4,96,10.3,0.0,0.0,988.1,9.5,127,1,245.0
2026-01-01T00:00,149.5,149.9,1043.0,33.1,38.7,80.0,244,104,2.0,,11.1,97,10.1,0.0,0.0,987.8,8.3,120,1,200.0
2026-01-01T01:00,144.4,145.3,1006.0,26.3,34.9,82.0,242,102,1.0,,10.9,97,9.8,0.0,0.0,988.0,7.8,122,1,195.0
2026-01-01T02:00,140.6,141.1,985.0,21.2,32.0,83.0,240,100,1.0,,10.6,97,9.6,0.0,0.0,988.1,7.1,120,3,185.0
2026-01-01T03:00,137.4,137.8,984.0,17.4,29.9,82.0,238,99,1.0,,10.5,98,9.7,0.0,0.0,988.2,6.0,115,3,175.0
2026-01-01T04:00,134.6,135.5,998.0,15.3,28.8,79.0,235,98,1.0,,10.5,98,9.6,0.0,0.0,987.9,6.3,114,3,165.0
2026-01-01T05:00,144.4,144.8,1037.0,21.6,31.4,63.0,232,102,1.0,,10.7,99,9.8,0.0,0.0,988.6,7.2,118,3,175.0
2026-01-01T06:00,142.0,142.5,1125.0,28.1,33.8,55.0,228,101,1.0,,10.9,98,9.8,1.1,1.1,988.8,8.7,130,55,215.0
2026-01-01T07:00,145.3,145.8,1236.0,36.8,37.3,46.0,224,102,1.0,,11.0,98,9.8,0.5,0.5,989.3,9.8,126,53,220.0
2026-01-01T08:00,150.9,151.3,1305.0,42.1,40.7,48.0,220,104,1.0,,11.5,96,10.4,0.0,0.0,989.8,9.6,146,3,225.0
2026-01-01T09:00,150.4,151.3,1298.0,40.6,43.7,70.0,217,104,1.0,,12.2,94,11.6,0.0,0.0,991.0,6.9,141,3,165.0
2026-01-01T10:00,144.8,145.8,1247.0,35.6,46.7,104.0,215,102,2.0,,13.2,91,12.6,0.0,0.0,991.7,7.2,148,3,225.0
2026-01-01T11:00,131.3,132.2,1186.0,31.0,49.9,134.0,214,97,2.0,,14.0,88,13.6,0.0,0.0,991.5,7.3,155,3,280.0
